index,gamma,rho_obs,z,mu_T,rho_N,residual,ratio,spacing
2184,2707.090764646388834,0.965394534094,2.6718608690,0.7469675592,0.721118398812,0.244276135282,1.3387462249,0.562517319632
2185,2708.117069229273056,0.965454861030,2.6720278320,0.7469798464,0.721175323766,0.244279537264,1.3387242037,1.026304582884
2186,2708.476524960683491,0.965475984696,2.6720862946,0.7469841485,0.721195256303,0.244280728393,1.3387164936,0.359455731410
2187,2710.368359823606170,0.965587113503,2.6723938587,0.7470067790,0.721300119476,0.244286994027,1.3386759373,1.891834862923
2188,2711.458227864115088,0.965651098540,2.6725709460,0.7470198072,0.721360497487,0.244290601053,1.3386525904,1.089868040509
2189,2712.786687334756607,0.965729056265,2.6727867047,0.7470356788,0.721434061058,0.244294995207,1.3386241493,1.328459470642
2190,2713.525289303348018,0.965772382986,2.6729066173,0.7470444989,0.721474945895,0.244297437092,1.3386083446,0.738601968591
2191,2714.367906688518815,0.965821796900,2.6730433770,0.7470545575,0.721521575080,0.244300221820,1.3385903211,0.842617385171
2192,2715.339871631409096,0.965878777140,2.6732010776,0.7470661553,0.721575344494,0.244303432647,1.3385695403,0.971964942890
2193,2716.025049049534573,0.965918932562,2.6733122132,0.7470743279,0.721613237359,0.244305695203,1.3385548969,0.685177418125
2194,2717.665774871052690,0.966015047575,2.6735782246,0.7470938877,0.721703937430,0.244311110145,1.3385198521,1.640725821518
2195,2718.308652474352584,0.966052692031,2.6736824107,0.7471015476,0.721739461319,0.244313230712,1.3385061283,0.642877603300
2196,2719.770998978129683,0.966138288305,2.6739193101,0.7471189633,0.721820236357,0.244318051948,1.3384749272,1.462346503777
2197,2720.493474900152705,0.966180560373,2.6740363038,0.7471275632,0.721860127709,0.244320432665,1.3384595205,0.722475922023
2198,2721.798775616648072,0.966256905066,2.6742475981,0.7471430935,0.721932173204,0.244324731862,1.3384316989,1.305300716495
2199,2723.086082744475789,0.966332161496,2.6744558805,0.7471584007,0.722003192290,0.244328969206,1.3384042783,1.287307127828
2200,2723.768928849822714,0.966372066481,2.6745663230,0.7471665166,0.722040850638,0.244331215842,1.3383897402,0.682846105347
2201,2724.523924437069581,0.966416176180,2.6746884026,0.7471754871,0.722082477162,0.244333699018,1.3383736716,0.754995587247
2202,2725.882989203481884,0.966495547091,2.6749080724,0.7471916270,0.722157380341,0.244338166750,1.3383447617,1.359064766412
2203,2726.479701033963011,0.966530383232,2.6750044862,0.7471987103,0.722190255779,0.244340127453,1.3383320745,0.596711830481
2204,2727.274459431901505,0.966576769528,2.6751328666,0.7472081414,0.722234031477,0.244342738051,1.3383151823,0.794758397938
2205,2729.395041668594786,0.966700471784,2.6754752294,0.7472332889,0.722350772879,0.244349698905,1.3382701425,2.120582236693
2206,2730.492891807172327,0.966764476130,2.6756523702,0.7472462984,0.722411176234,0.244353299896,1.3382468433,1.097850138578
2207,2730.797702080186809,0.966782241917,2.6757015394,0.7472499093,0.722427942561,0.244354299356,1.3382403766,0.304810273014
2208,2732.004049913595281,0.966852534134,2.6758960827,0.7472641950,0.722494280617,0.244358253517,1.3382147929,1.206347833408
2209,2732.830123557482239,0.966900650399,2.6760292510,0.7472739730,0.722539690473,0.244360959926,1.3381972827,0.826073643887
2210,2734.200782967822306,0.966980455042,2.6762501212,0.7472901888,0.722615006832,0.244365448210,1.3381682444,1.370659410340
2211,2734.938856084208965,0.967023411702,2.6763690096,0.7472989165,0.722655547833,0.244367863868,1.3381526159,0.738073116387
2212,2736.000479107040064,0.967085178994,2.6765399590,0.7473114651,0.722713841979,0.244371337015,1.3381301462,1.061623022831
2213,2736.922048440000708,0.967138778260,2.6766883023,0.7473223533,0.722764427691,0.244374350569,1.3381106502,0.921569332961
2214,2738.266444163764845,0.967216937114,2.6769046176,0.7473382288,0.722838192671,0.244378744443,1.3380822249,1.344395723764
2215,2739.513547296201523,0.967289405389,2.6771051834,0.7473529468,0.722906587525,0.244382817864,1.3380558734,1.247103132437
2216,2740.311109421231322,0.967335733862,2.6772334038,0.7473623550,0.722950312162,0.244385421700,1.3380390292,0.797562125030
2217,2741.878852420557905,0.967426761009,2.6774853338,0.7473808385,0.723036223861,0.244390537147,1.3380059381,1.567742999327
2218,2742.254107878247851,0.967448541575,2.6775456145,0.7473852608,0.723056780549,0.244391761026,1.3379980212,0.375255457690
2219,2742.993068159927589,0.967491423574,2.6776642962,0.7473939670,0.723097253090,0.244394170484,1.3379824352,0.738960281680
2220,2743.953469810087881,0.967547138595,2.6778184952,0.7474052778,0.723149837864,0.244397300732,1.3379621870,0.960401650160
2221,2745.321831898193068,0.967626486627,2.6780381016,0.7474213846,0.723224728403,0.244401758223,1.3379333541,1.368362088105
2222,2746.714798952398269,0.967707220829,2.6782615445,0.7474377708,0.723300927887,0.244406292942,1.3379040224,1.392967054205
2223,2747.514097998184297,0.967753528472,2.6783897073,0.7474471686,0.723344634793,0.244408893679,1.3378872005,0.799299045786
2224,2748.916191066436568,0.967834726644,2.6786144343,0.7474636457,0.723421273216,0.244413453428,1.3378577082,1.402093068252
2225,2749.643649788653420,0.967876838999,2.6787309859,0.7474721905,0.723461020976,0.244415818023,1.3378424144,0.727458722217
2226,2750.314083410359672,0.967915640325,2.6788383739,0.7474800630,0.723497643776,0.244417996549,1.3378283242,0.670433621706
2227,2751.823671458527315,0.968002973073,2.6790800792,0.7474977803,0.723580073719,0.244422899354,1.3377966147,1.509588048168
2228,2752.715502493883378,0.968054544809,2.6792228110,0.7475082416,0.723628750606,0.244425794202,1.3377778923,0.891831035356
2229,2753.487796417396112,0.968099190598,2.6793463743,0.7475172974,0.723670890531,0.244428300067,1.3377616860,0.772293923513
2230,2754.458663082718431,0.968155297981,2.6795016591,0.7475286770,0.723723849019,0.244431448962,1.3377413212,0.970866665322
2231,2755.416876191486153,0.968210654714,2.6796548664,0.7475399034,0.723776099292,0.244434555422,1.3377212313,0.958213108768
2232,2757.301868214300612,0.968319496040,2.6799560996,0.7475619737,0.723878833646,0.244440662394,1.3376817377,1.884992022814
2233,2758.278103328339057,0.968375835590,2.6801120270,0.7475733965,0.723932012505,0.244443823084,1.3376612981,0.976235114038
2234,2758.858670968685146,0.968409331301,2.6802047309,0.7475801873,0.723963629232,0.244445702069,1.3376491473,0.580567640346
2235,2759.898613919658601,0.968469312943,2.6803707383,0.7475923467,0.724020246407,0.244449066536,1.3376273906,1.039942950973
2236,2760.657151540111499,0.968513049486,2.6804917851,0.7476012123,0.724061529922,0.244451519564,1.3376115281,0.758537620453
2237,2762.082880142575505,0.968595223103,2.6807192118,0.7476178676,0.724139095225,0.244456127877,1.3375817291,1.425728602464
2238,2762.444580467694323,0.968616063399,2.6807768901,0.7476220912,0.724158766900,0.244457296499,1.3375741725,0.361700325119
2239,2764.041846252089272,0.968708061364,2.6810315070,0.7476407346,0.724245606587,0.244462454777,1.3375408184,1.597265784395
2240,2765.407691146483103,0.968786687986,2.6812491169,0.7476566661,0.724319825322,0.244466862665,1.3375123172,1.365844894394
2241,2766.157035589918905,0.968829808470,2.6813684587,0.7476654025,0.724360528688,0.244469279782,1.3374966886,0.749344443436
2242,2766.887269747368009,0.968871818029,2.6814847259,0.7476739132,0.724400183581,0.244471634448,1.3374814640,0.730234157449
2243,2768.664523888139229,0.968974015173,2.6817675704,0.7476946150,0.724496653232,0.244477361941,1.3374444324,1.777254140771
2244,2769.144698796099874,0.969001615333,2.6818439576,0.7477002053,0.724522706758,0.244478908575,1.3374344328,0.480174907961
2245,2770.279093643343003,0.969066800651,2.6820243669,0.7477134075,0.724584239578,0.244482561072,1.3374108181,1.134394847243
2246,2771.017392142684912,0.969109210891,2.6821417430,0.7477219962,0.724624273692,0.244484937199,1.3373954559,0.738298499342
2247,2771.896293661727668,0.969159683090,2.6822814317,0.7477322168,0.724671918309,0.244487764781,1.3373771752,0.878901519043
2248,2773.029713424294641,0.969224747749,2.6824615070,0.7477453913,0.724733338252,0.244491409497,1.3373536121,1.133419762567
2249,2774.670010731832463,0.969318862948,2.6827219836,0.7477644456,0.724822182158,0.244496680790,1.3373195341,1.640297307538
2250,2775.725707342410260,0.969379406140,2.6828895452,0.7477767015,0.724879334854,0.244500071286,1.3372976157,1.055696610578
2251,2776.619160307926450,0.969430626826,2.6830313054,0.7477870694,0.724927687401,0.244502939425,1.3372790744,0.893452965516
2252,2777.512125202576044,0.969481803066,2.6831729426,0.7477974274,0.724975998250,0.244505804816,1.3372605513,0.892964894650
2253,2778.289695299772575,0.969526352577,2.6832962394,0.7478064435,0.725018053616,0.244508298961,1.3372444282,0.777570097197
2254,2779.127539134050949,0.969574341411,2.6834290551,0.7478161550,0.725063355973,0.244510985439,1.3372270622,0.837843834278
2255,2780.771118379071595,0.969668438007,2.6836894802,0.7478351952,0.725152185580,0.244516252427,1.3371930159,1.643579245021
2256,2781.656070227571490,0.969719079376,2.6838296371,0.7478454411,0.725199992698,0.244519086677,1.3371746954,0.884951848500
2257,2781.989239654647918,0.969738140822,2.6838823923,0.7478492975,0.725217987396,0.244520153425,1.3371678001,0.333169427076
2258,2783.943665286858959,0.969849912386,2.6841917353,0.7478719081,0.725323504541,0.244526407845,1.3371273733,1.954425632211
2259,2784.705283876121939,0.969893447313,2.6843122241,0.7478807138,0.725364603712,0.244528843601,1.3371116296,0.761618589263
2260,2786.043335738622773,0.969969902952,2.6845238255,0.7478961769,0.725436782153,0.244533120799,1.3370839842,1.338051862501
2261,2786.702566351368660,0.970007557571,2.6846280398,0.7479037919,0.725472330452,0.244535227118,1.3370703704,0.659230612746
2262,2787.932021258523946,0.970077759061,2.6848223320,0.7479179876,0.725538605396,0.244539153665,1.3370449923,1.229454907155
2263,2788.796278014511245,0.970127089324,2.6849588602,0.7479279620,0.725585176784,0.244541912540,1.3370271615,0.864256755987
2264,2789.197561121050967,0.970149988664,2.6850222373,0.7479325919,0.725606795524,0.244543193140,1.3370188850,0.401283106540
2265,2790.493080791035027,0.970223895401,2.6852267842,0.7479475335,0.725676569525,0.244547325876,1.3369921755,1.295519669984
2266,2792.113378557022770,0.970316281783,2.6854824761,0.7479662088,0.725763790583,0.244552491200,1.3369587934,1.620297765988
2267,2793.301469240871938,0.970383990454,2.6856698691,0.7479798939,0.725827714198,0.244556276256,1.3369343323,1.188090683849
2268,2794.238093335275607,0.970437347877,2.6858175430,0.7479906773,0.725878089148,0.244559258728,1.3369150583,0.936624094404
2269,2794.653824665328102,0.970461025449,2.6858830739,0.7479954623,0.725900443327,0.244560582122,1.3369065061,0.415731330052
2270,2796.034761603657898,0.970539650091,2.6861006783,0.7480113500,0.725974673855,0.244564976236,1.3368781103,1.380936938330
2271,2797.174539351897693,0.970604514914,2.6862802006,0.7480244558,0.726035914023,0.244568600891,1.3368546874,1.139777748240
2272,2797.972901229628405,0.970649933999,2.6864059041,0.7480336318,0.726078795331,0.244571138668,1.3368382884,0.798361877731
2273,2798.798140177045298,0.970696868511,2.6865358017,0.7480431133,0.726123107607,0.244573760905,1.3368213439,0.825238947417
2274,2800.067444818401327,0.970769031741,2.6867355233,0.7480576901,0.726191239493,0.244577792248,1.3367952943,1.269304641356
2275,2800.937603116235096,0.970818483578,2.6868723880,0.7480676783,0.726237929039,0.244580554539,1.3367774455,0.870158297834
2276,2802.224801536331597,0.970891607996,2.6870747698,0.7480824464,0.726306969300,0.244584638696,1.3367510557,1.287198420097
2277,2803.864955138344612,0.970984734782,2.6873325108,0.7481012517,0.726394895519,0.244589839263,1.3367174532,1.640153602013
2278,2804.418935676251294,0.971016177107,2.6874195318,0.7481076004,0.726424582174,0.244591594933,1.3367061095,0.553980537907
2279,2805.205300363064453,0.971060798216,2.6875430268,0.7481166094,0.726466711906,0.244594086310,1.3366900125,0.786364686813
2280,2806.002732416640811,0.971106034555,2.6876682245,0.7481257421,0.726509422719,0.244596611836,1.3366736951,0.797432053576
2281,2807.132318371189285,0.971170091161,2.6878455099,0.7481386732,0.726569903416,0.244600187745,1.3366505915,1.129585954548
2282,2808.153501197997684,0.971227978258,2.6880057203,0.7481503577,0.726624559360,0.244603418897,1.3366297158,1.021182826808
2283,2809.291652245192836,0.971292471052,2.6881842129,0.7481633744,0.726685452674,0.244607018378,1.3366064609,1.138151047195
2284,2810.724634082518605,0.971373633147,2.6884088400,0.7481797536,0.726762085523,0.244611547624,1.3365771997,1.432981837326
2285,2811.460992226052895,0.971415323353,2.6885242234,0.7481881663,0.726801449462,0.244613873891,1.3365621712,0.736358143534
2286,2812.861997588021950,0.971494613584,2.6887436699,0.7482041647,0.726876315860,0.244618297724,1.3365335923,1.401005361969
2287,2813.201488028300901,0.971513821181,2.6887968295,0.7482080399,0.726894451903,0.244619369278,1.3365266699,0.339490440279
2288,2814.656757980595103,0.971596130793,2.6890246326,0.7482246450,0.726972170034,0.244623960759,1.3364970089,1.455269952294
2289,2815.838653992747822,0.971662947149,2.6892095559,0.7482381229,0.727035259663,0.244627687487,1.3364729348,1.181896012153
2290,2816.337954815325247,0.971691165794,2.6892876549,0.7482438146,0.727061904525,0.244629261269,1.3364627685,0.499300822577
2291,2817.458907317419289,0.971754499683,2.6894629401,0.7482565882,0.727121706506,0.244632793177,1.3364399536,1.120952502094
2292,2817.949462160966959,0.971782208138,2.6895396270,0.7482621762,0.727147869882,0.244634338256,1.3364299730,0.490554843548
2293,2820.488842021916753,0.971925565168,2.6899363871,0.7482910835,0.727283234247,0.244642330921,1.3363783453,2.539379860950
2294,2820.660841053781041,0.971935270458,2.6899632478,0.7482930403,0.727292398506,0.244642871952,1.3363748507,0.171999031864
2295,2821.891930074871198,0.972004719132,2.6901554565,0.7483070418,0.727357975964,0.244646743168,1.3363498460,1.231089021090
2296,2822.923026217023107,0.972062862420,2.6903163759,0.7483187628,0.727412878588,0.244649983832,1.3363289145,1.031096142152
2297,2823.866992056608069,0.972116073830,2.6904636458,0.7483294887,0.727463124508,0.244652949322,1.3363097607,0.943965839585
2298,2824.281884122039628,0.972139455694,2.6905283582,0.7483342016,0.727485203381,0.244654252313,1.3363013449,0.414892065432
2299,2825.872656689750784,0.972229074242,2.6907763898,0.7483522634,0.727569828294,0.244659245948,1.3362690926,1.590772567711
2300,2826.712170374922607,0.972276349165,2.6909072296,0.7483617903,0.727614469329,0.244661879835,1.3362520815,0.839513685172
2301,2828.029973946251175,0.972350529366,2.6911125334,0.7483767377,0.727684517080,0.244666012287,1.3362253924,1.317803571329
2302,2828.851526590522553,0.972396757722,2.6912404767,0.7483860519,0.727728170407,0.244668587315,1.3362087621,0.821552644271
2303,2830.087545290015896,0.972466282587,2.6914328962,0.7484000587,0.727793822971,0.244672459617,1.3361837541,1.236018699493
2304,2831.128425437187161,0.972524807549,2.6915948720,0.7484118482,0.727849088657,0.244675718892,1.3361627056,1.040880147171
2305,2832.416550857944003,0.972597204442,2.6917952403,0.7484264307,0.727917454209,0.244679750233,1.3361366716,1.288125420757
2306,2833.138035851670793,0.972637739893,2.6919074276,0.7484345948,0.727955732713,0.244682007180,1.3361220967,0.721484993727
2307,2833.658717233308380,0.972666987109,2.6919883733,0.7484404850,0.727983351593,0.244683635516,1.3361115814,0.520681381638
2308,2834.980248462513828,0.972741194775,2.6921937531,0.7484554289,0.728053428131,0.244687766644,1.3360849042,1.321531229205
2309,2835.775847744530438,0.972785853214,2.6923173514,0.7484644213,0.728095600704,0.244690252510,1.3360688518,0.795599282017
2310,2837.014472081293206,0.972855354528,2.6925097058,0.7484784149,0.728161233689,0.244694120839,1.3360438726,1.238624336763
2311,2838.812881529271635,0.972956212339,2.6927888435,0.7484987192,0.728256478765,0.244699733574,1.3360076302,1.798409447978
2312,2839.485753395012580,0.972993931695,2.6928932370,0.7485063119,0.728292099296,0.244701832399,1.3359940780,0.672871865741
2313,2840.285754910691594,0.973038765962,2.6930173219,0.7485153362,0.728334439025,0.244704326937,1.3359779709,0.800001515679
2314,2840.920672973104047,0.973074339515,2.6931157766,0.7485224960,0.728368033438,0.244706306078,1.3359651918,0.634918062412
2315,2842.332641081100519,0.973153421582,2.6933346470,0.7485384114,0.728442716207,0.244710705375,1.3359367867,1.411968107996
2316,2843.469837884564640,0.973217085592,2.6935108458,0.7485512224,0.728502839066,0.244714246527,1.3359139229,1.137196803464
2317,2844.198986963261177,0.973257892357,2.6936237841,0.7485594332,0.728541376265,0.244716516092,1.3358992695,0.729149078697
2318,2845.025433610480377,0.973304131725,2.6937517578,0.7485687365,0.728585044118,0.244719087606,1.3358826668,0.826446647219
2319,2846.390776212726905,0.973380492694,2.6939630972,0.7485840988,0.728657158877,0.244723333816,1.3358552521,1.365342602247
2320,2847.535935529730978,0.973444510998,2.6941402766,0.7485969765,0.728717617753,0.244726893246,1.3358322720,1.145159317004
2321,2848.770308555407155,0.973513487828,2.6943311793,0.7486108503,0.728782759909,0.244730727919,1.3358075155,1.234373025676
2322,2849.797086647209653,0.973570841474,2.6944899134,0.7486223851,0.728836925413,0.244733916062,1.3357869333,1.026778091802
2323,2850.471888197435419,0.973608523206,2.6945942027,0.7486299630,0.728872512689,0.244736010517,1.3357734120,0.674801550226
2324,2851.678938036254294,0.973675904079,2.6947806884,0.7486435123,0.728936148694,0.244739755386,1.3357492365,1.207049838819
2325,2852.303726568369711,0.973710770309,2.6948771855,0.7486505229,0.728969077316,0.244741692993,1.3357367282,0.624788532115
2326,2852.926214764695032,0.973745500574,2.6949733062,0.7486575057,0.729001877648,0.244743622926,1.3357242696,0.622488196325
2327,2854.832394231931175,0.973851804262,2.6952675161,0.7486788767,0.729102274862,0.244749529400,1.3356861415,1.906179467236
2328,2855.853721192900139,0.973908732355,2.6954250724,0.7486903199,0.729156040358,0.244752691998,1.3356657265,1.021326960969
2329,2856.816133543913111,0.973962357959,2.6955734886,0.7487010983,0.729206687121,0.244755670838,1.3356464980,0.962412351013
2330,2857.736139807821928,0.974013603809,2.6957153184,0.7487113976,0.729255086588,0.244758517221,1.3356281248,0.920006263909
2331,2858.857860356251422,0.974076063159,2.6958881832,0.7487239494,0.729314077063,0.244761986096,1.3356057339,1.121720548429
2332,2859.838748954184211,0.974130660660,2.6960392892,0.7487349204,0.729365642635,0.244765018025,1.3355861638,0.980888597933
2333,2860.577436497612325,0.974171764583,2.6961530499,0.7487431793,0.729404464152,0.244767300431,1.3355714318,0.738687543428
2334,2862.120208234396614,0.974257577173,2.6963905479,0.7487604196,0.729485512302,0.244772064871,1.3355406800,1.542771736784
2335,2862.506966277762785,0.974279082313,2.6964500664,0.7487647398,0.729505823558,0.244773258755,1.3355329743,0.386758043366
2336,2863.363589552191115,0.974326703309,2.6965818639,0.7487743059,0.729550800979,0.244775902331,1.3355159120,0.856623274428
2337,2864.911426758851576,0.974412713827,2.6968199098,0.7487915819,0.729632037373,0.244780676454,1.3354850992,1.547837206660
2338,2866.493209755929911,0.974500562654,2.6970630434,0.7488092247,0.729715010789,0.244785551866,1.3354536336,1.581782997078
2339,2867.149356094088034,0.974536989388,2.6971638593,0.7488165396,0.729749416142,0.244787573246,1.3354405880,0.656146338158
2340,2868.224163663090621,0.974596640582,2.6973289521,0.7488285174,0.729805757472,0.244790883109,1.3354192271,1.074807569003
2341,2868.657629194218316,0.974620691341,2.6973955159,0.7488333465,0.729828473827,0.244792217514,1.3354106154,0.433465531128
2342,2869.843456574863467,0.974686468201,2.6975775623,0.7488465525,0.729890601488,0.244795866713,1.3353870651,1.185827380645
2343,2870.909506375380715,0.974745577903,2.6977411564,0.7488584188,0.729946432236,0.244799145667,1.3353659048,1.066049800517
2344,2872.023511113548011,0.974807323134,2.6979120448,0.7488708131,0.730004752680,0.244802570454,1.3353438037,1.114004738167
2345,2872.858555183438057,0.974853590887,2.6980400971,0.7488800997,0.730048454370,0.244805136517,1.3353272444,0.835044069890
2346,2874.569154072845777,0.974948329017,2.6983022978,0.7488991130,0.730137938869,0.244810390148,1.3352933427,1.710598889408
2347,2875.282119166366556,0.974987798532,2.6984115350,0.7489070335,0.730175219891,0.244812578641,1.3352792206,0.712965093521
2348,2875.889914340386440,0.975021438147,2.6985046372,0.7489137837,0.730206994388,0.244814443759,1.3352671854,0.607795174020
2349,2877.546649153796352,0.975113097293,2.6987583164,0.7489321743,0.730293572138,0.244819525155,1.3352343968,1.656734813410
2350,2878.527002624180113,0.975167310673,2.6989083593,0.7489430505,0.730344780424,0.244822530248,1.3352150064,0.980353470384
2351,2879.119907546978993,0.975200089254,2.6989990785,0.7489496261,0.730375742201,0.244824347053,1.3352032836,0.592904922799
2352,2879.868973936907423,0.975241491529,2.6991136649,0.7489579311,0.730414849839,0.244826641689,1.3351884778,0.749066389928
2353,2880.978994738386064,0.975302824617,2.6992834126,0.7489702332,0.730472783975,0.244830040642,1.3351665469,1.110020801479
2354,2882.153646390636823,0.975367703089,2.6994629726,0.7489832451,0.730534067417,0.244833635672,1.3351433514,1.174651652251
2355,2884.013657552839959,0.975470381338,2.6997471487,0.7490038354,0.730631056925,0.244839324414,1.3351066480,1.860011162203
2356,2884.346757790142874,0.975488762488,2.6997980210,0.7490075210,0.730648419802,0.244840342686,1.3351000783,0.333100237303
2357,2885.773055402722093,0.975567444501,2.7000157842,0.7490232967,0.730722743389,0.244844701112,1.3350719590,1.426297612579
2358,2886.308874639772512,0.975596993035,2.7000975638,0.7490292206,0.730750655300,0.244846337735,1.3350614002,0.535819237050
2359,2887.224885507060662,0.975647495090,2.7002373351,0.7490393447,0.730798360364,0.244849134726,1.3350433553,0.916010867288
2360,2888.394382456172025,0.975711949208,2.7004157207,0.7490522646,0.730859245135,0.244852704072,1.3350203281,1.169496949111
2361,2889.404168047577969,0.975767580213,2.7005696870,0.7490634148,0.730911795728,0.244855784485,1.3350004555,1.009785591406
2362,2890.642626361553084,0.975835782694,2.7007584467,0.7490770835,0.730976222097,0.244859560596,1.3349760952,1.238458313975
2363,2891.280078215454978,0.975870876077,2.7008555724,0.7490841161,0.731009372671,0.244861503406,1.3349635621,0.637451853902
2364,2892.462624016639438,0.975935957814,2.7010356950,0.7490971573,0.731070851727,0.244865106087,1.3349403215,1.182545801184
2365,2894.174448736821432,0.976030121443,2.7012963057,0.7491160237,0.731159803543,0.244870317901,1.3349067013,1.711824720182
2366,2894.746550356224816,0.976061579051,2.7013833689,0.7491223258,0.731189520212,0.244872058838,1.3348954711,0.572101619403
2367,2895.641103861971260,0.976110754554,2.7015194688,0.7491321769,0.731235974421,0.244874780133,1.3348779173,0.894553505746
2368,2896.825405168247471,0.976175834743,2.7016995871,0.7491452129,0.731297453539,0.244878381204,1.3348546888,1.184301306276
2369,2897.428300566969938,0.976208955069,2.7017912521,0.7491518466,0.731328741381,0.244880213687,1.3348428686,0.602895398722
2370,2898.541353179908128,0.976270083003,2.7019604320,0.7491640892,0.731386487508,0.244883595495,1.3348210552,1.113052612938
2371,2899.177779836548325,0.976305024485,2.7020571373,0.7491710866,0.731419496070,0.244885528415,1.3348085876,0.636426656640
2372,2901.263850361997356,0.976419501441,2.7023739678,0.7491940094,0.731527641137,0.244891860304,1.3347677470,2.086070525449
2373,2902.065102481250051,0.976463449746,2.7024956008,0.7492028085,0.731569158936,0.244894290811,1.3347520707,0.801252119253
2374,2902.855785528508477,0.976506806449,2.7026155963,0.7492114885,0.731610118035,0.244896688414,1.3347366068,0.790683047258
2375,2903.957879043036883,0.976567219489,2.7027827977,0.7492235823,0.731667190570,0.244900028920,1.3347150618,1.102093514528
2376,2904.598196021987860,0.976602308972,2.7028799126,0.7492306062,0.731700339962,0.244901969009,1.3347025492,0.640316978951
2377,2906.176417596628653,0.976688762771,2.7031191852,0.7492479100,0.731782014262,0.244906748509,1.3346717243,1.578221574641
2378,2906.923339342985400,0.976729662220,2.7032323800,0.7492560953,0.731820652885,0.244909009335,1.3346571436,0.746921746357
2379,2907.605736911210897,0.976767019311,2.7033357709,0.7492635712,0.731855945106,0.244911074205,1.3346438269,0.682397568225
2380,2908.658045519742700,0.976824609587,2.7034951598,0.7492750953,0.731910352413,0.244914257174,1.3346232997,1.052308608532
2381,2910.028233435046332,0.976899565401,2.7037026102,0.7492900927,0.731981165962,0.244918399440,1.3345965864,1.370187915304
2382,2911.142903664579990,0.976960517150,2.7038713025,0.7493022869,0.732038749752,0.244921767398,1.3345748671,1.114670229534
2383,2912.345904726055778,0.977026272773,2.7040532901,0.7493154409,0.732100872378,0.244925400395,1.3345514391,1.203001061476
2384,2913.522785866686263,0.977090574412,2.7042312537,0.7493283028,0.732161621761,0.244928952651,1.3345285322,1.176881140630
2385,2914.044611072102725,0.977119077235,2.7043101391,0.7493340036,0.732188550113,0.244930527122,1.3345183793,0.521825205416
2386,2914.802702223863434,0.977160476143,2.7044247162,0.7493422833,0.732227662322,0.244932813821,1.3345036338,0.758091151761
2387,2915.685975327455253,0.977208697583,2.7045581757,0.7493519268,0.732273220427,0.244935477157,1.3344864599,0.883273103592
2388,2917.274173441487619,0.977295366986,2.7047980450,0.7493692575,0.732355103529,0.244940263457,1.3344555971,1.588198114032
2389,2917.982416701912371,0.977334001248,2.7049049706,0.7493769822,0.732391604458,0.244942396791,1.3344418414,0.708243260425
2390,2919.321772326527480,0.977407036699,2.7051071062,0.7493915839,0.732460607383,0.244946429316,1.3344158400,1.339355624615
2391,2920.615555992141253,0.977477555288,2.7053022760,0.7494056809,0.732527232902,0.244950322386,1.3343907385,1.293783665614
2392,2921.083198937260022,0.977503036810,2.7053727996,0.7494107744,0.732551307803,0.244951729007,1.3343816691,0.467642945119
2393,2922.396084557395170,0.977574553189,2.7055707309,0.7494250687,0.732618876699,0.244955676489,1.3343562175,1.312885620135
2394,2923.390932357376641,0.977628723806,2.7057206554,0.7494358950,0.732670057598,0.244958666209,1.3343369415,0.994847799981
2395,2924.333434993952778,0.977680027166,2.7058626445,0.7494461474,0.732718529748,0.244961497418,1.3343186878,0.942502636576
2396,2925.261509119313359,0.977730528983,2.7060024151,0.7494562388,0.732766244838,0.244964284145,1.3343007212,0.928074125361
2397,2926.295436226225775,0.977786772001,2.7061580753,0.7494674766,0.732819384618,0.244967387383,1.3342807144,1.033927106912
2398,2926.624014686465671,0.977804641677,2.7062075321,0.7494710468,0.732836268390,0.244968373287,1.3342743582,0.328578460240
2399,2928.761073846998443,0.977920816288,2.7065290612,0.7494942555,0.732946034181,0.244974782107,1.3342330413,2.137059160533
2400,2930.004366371979359,0.977988365043,2.7067160115,0.7495077481,0.733009857184,0.244978507859,1.3342090225,1.243292524981
2401,2930.711168697389439,0.978026753217,2.7068222560,0.7495154154,0.733046128199,0.244980625019,1.3341953741,0.706802325410
2402,2931.069101109814710,0.978046189876,2.7068760496,0.7495192973,0.733064492955,0.244981696922,1.3341884640,0.357932412425
2403,2932.806414415832933,0.978140496793,2.7071370569,0.7495381307,0.733153599504,0.244986897289,1.3341549403,1.737313306018
2404,2933.174857162008266,0.978160489862,2.7071923904,0.7495421230,0.733172490206,0.244987999656,1.3341478341,0.368442746175
2405,2934.290717835787746,0.978221025281,2.7073599304,0.7495542103,0.733229688093,0.244991337188,1.3341263197,1.115860673779
2406,2935.552463705747869,0.978289447243,2.7075492975,0.7495678709,0.733294338138,0.244995109106,1.3341020057,1.261745869960
2407,2936.550374848601678,0.978343541150,2.7076990098,0.7495786699,0.733345450316,0.244998090834,1.3340827856,0.997911142854
2408,2937.708958981568230,0.978406321625,2.7078727633,0.7495912019,0.733404770603,0.245001551022,1.3340604818,1.158584132967
2409,2938.581220350578405,0.978453570724,2.7080035316,0.7496006328,0.733449415789,0.245004154936,1.3340436977,0.872261369010
2410,2939.847529162594128,0.978522139833,2.7081933060,0.7496143179,0.733514206416,0.245007933417,1.3340193431,1.266308812016
2411,2941.261601534687088,0.978598675265,2.7084051282,0.7496295912,0.733586524923,0.245012150341,1.3339921632,1.414072372093
