# Name  Dist  Rad  Vobs  e_Vobs  Vgas  Vdisk  Vbulge  SBdisk  SBbulge
Z000803      1.226738   0.2709   0.87167669   0.000000   0.63316183   0.23851486   0.000000   0.72637233   2.41248396
Z000804      0.744870   0.2712   0.87175558   0.000000   0.63323543   0.23852014   0.000000   0.72639103   2.41270230
Z000805      2.170597   0.2715   0.87198524   0.000000   0.63344973   0.23853552   0.000000   0.72644547   2.41333793
Z000806      0.891456   0.2719   0.87207947   0.000000   0.63353765   0.23854182   0.000000   0.72646779   2.41359872
Z000807      1.254519   0.2722   0.87221198   0.000000   0.63366129   0.23855069   0.000000   0.72649918   2.41396546
Z000808      0.845526   0.2725   0.87230123   0.000000   0.63374457   0.23855666   0.000000   0.72652032   2.41421246
Z000809      1.027388   0.2729   0.87240960   0.000000   0.63384570   0.23856391   0.000000   0.72654599   2.41451241
Z000810      1.111378   0.2732   0.87252676   0.000000   0.63395501   0.23857174   0.000000   0.72657372   2.41483665
Z000811      1.531208   0.2736   0.87268802   0.000000   0.63410550   0.23858252   0.000000   0.72661190   2.41528297
Z000812      0.666759   0.2739   0.87275820   0.000000   0.63417098   0.23858721   0.000000   0.72662850   2.41547718
Z000813      1.000001   0.2742   0.87286338   0.000000   0.63426914   0.23859424   0.000000   0.72665339   2.41576830
Z000814      2.118578   0.2746   0.87308600   0.000000   0.63447688   0.23860911   0.000000   0.72670606   2.41638441
Z000815      0.727646   0.2749   0.87316238   0.000000   0.63454817   0.23861422   0.000000   0.72672412   2.41659583
Z000816      1.283817   0.2752   0.87329707   0.000000   0.63467386   0.23862321   0.000000   0.72675597   2.41696858
Z000817      0.694985   0.2756   0.87336993   0.000000   0.63474185   0.23862807   0.000000   0.72677320   2.41717024
Z000818      1.326218   0.2759   0.87350888   0.000000   0.63487153   0.23863735   0.000000   0.72680604   2.41755480
Z000819      0.532613   0.2763   0.87356465   0.000000   0.63492358   0.23864107   0.000000   0.72681922   2.41770914
Z000820      1.628287   0.2766   0.87373502   0.000000   0.63508258   0.23865244   0.000000   0.72685948   2.41818067
Z000821      1.584138   0.2769   0.87390059   0.000000   0.63523711   0.23866348   0.000000   0.72689859   2.41863893
Z000822      1.238845   0.2773   0.87402996   0.000000   0.63535785   0.23867211   0.000000   0.72692915   2.41899697
Z000823      0.502945   0.2776   0.87408245   0.000000   0.63540684   0.23867561   0.000000   0.72694154   2.41914224
Z000824      1.324475   0.2779   0.87422060   0.000000   0.63553578   0.23868482   0.000000   0.72697416   2.41952458
Z000825      1.488619   0.2783   0.87437572   0.000000   0.63568057   0.23869515   0.000000   0.72701077   2.41995391
Z000826      2.979813   0.2786   0.87468579   0.000000   0.63596998   0.23871581   0.000000   0.72708393   2.42081205
Z000827      1.201584   0.2790   0.87481065   0.000000   0.63608653   0.23872412   0.000000   0.72711338   2.42115762
Z000828      1.664651   0.2793   0.87498346   0.000000   0.63624784   0.23873562   0.000000   0.72715413   2.42163591
Z000829      1.155300   0.2796   0.87510329   0.000000   0.63635969   0.23874360   0.000000   0.72718238   2.42196755
Z000830      2.608785   0.2800   0.87537354   0.000000   0.63661197   0.23876158   0.000000   0.72724607   2.42271551
Z000831      8.440136   0.2803   0.87624475   0.000000   0.63742529   0.23881947   0.000000   0.72745119   2.42512670
Z000832      1.206383   0.2806   0.87636889   0.000000   0.63754118   0.23882771   0.000000   0.72748039   2.42547027
Z000833      5.438524   0.2810   0.87692731   0.000000   0.63806256   0.23886476   0.000000   0.72761168   2.42701579
Z000834      1.420414   0.2813   0.87707284   0.000000   0.63819844   0.23887440   0.000000   0.72764588   2.42741855
Z000835      0.764766   0.2817   0.87715114   0.000000   0.63827154   0.23887959   0.000000   0.72766427   2.42763525
Z000836      1.241702   0.2820   0.87727818   0.000000   0.63839017   0.23888801   0.000000   0.72769411   2.42798686
Z000837      1.231520   0.2823   0.87740408   0.000000   0.63850773   0.23889636   0.000000   0.72772368   2.42833531
Z000838      0.944646   0.2827   0.87750059   0.000000   0.63859784   0.23890275   0.000000   0.72774634   2.42860241
Z000839      1.442002   0.2830   0.87764780   0.000000   0.63873530   0.23891250   0.000000   0.72778090   2.42900982
Z000840      1.095321   0.2834   0.87775952   0.000000   0.63883963   0.23891989   0.000000   0.72780712   2.42931903
Z000841      1.533677   0.2837   0.87791582   0.000000   0.63898558   0.23893024   0.000000   0.72784379   2.42975163
Z000842      0.975248   0.2840   0.87801514   0.000000   0.63907832   0.23893681   0.000000   0.72786709   2.43002649
Z000843      2.881015   0.2844   0.87830816   0.000000   0.63935196   0.23895620   0.000000   0.72793581   2.43083746
Z000844      1.357035   0.2847   0.87844599   0.000000   0.63948068   0.23896531   0.000000   0.72796812   2.43121894
Z000845      1.399027   0.2850   0.87858797   0.000000   0.63961327   0.23897470   0.000000   0.72800140   2.43161187
Z000846      1.486800   0.2854   0.87873871   0.000000   0.63975405   0.23898466   0.000000   0.72803672   2.43202908
Z000847      7.609549   0.2857   0.87950800   0.000000   0.64047254   0.23903546   0.000000   0.72821684   2.43415818
Z000848      1.395228   0.2861   0.87964865   0.000000   0.64060390   0.23904474   0.000000   0.72824975   2.43454745
Z000849      0.858027   0.2864   0.87973508   0.000000   0.64068464   0.23905044   0.000000   0.72826997   2.43478666
Z000850      0.991470   0.2867   0.87983490   0.000000   0.64077787   0.23905703   0.000000   0.72829331   2.43506292
Z000851      0.965935   0.2871   0.87993208   0.000000   0.64086865   0.23906344   0.000000   0.72831604   2.43533189
Z000852      1.065206   0.2874   0.88003919   0.000000   0.64096869   0.23907050   0.000000   0.72834108   2.43562832
Z000853      0.840155   0.2877   0.88012361   0.000000   0.64104755   0.23907606   0.000000   0.72836081   2.43586198
Z000854      3.928556   0.2881   0.88051779   0.000000   0.64141576   0.23910203   0.000000   0.72845292   2.43695293
Z000855      1.194542   0.2884   0.88063746   0.000000   0.64152755   0.23910991   0.000000   0.72848087   2.43728412
Z000856      1.477958   0.2888   0.88078539   0.000000   0.64166574   0.23911965   0.000000   0.72851542   2.43769354
Z000857      3.606785   0.2891   0.88114582   0.000000   0.64200245   0.23914337   0.000000   0.72859955   2.43869108
Z000858      2.041803   0.2894   0.88134950   0.000000   0.64219273   0.23915677   0.000000   0.72864707   2.43925479
Z000859      1.231404   0.2898   0.88147221   0.000000   0.64230738   0.23916484   0.000000   0.72867569   2.43959441
Z000860      0.704903   0.2901   0.88154242   0.000000   0.64237296   0.23916945   0.000000   0.72869207   2.43978871
Z000861      3.491148   0.2904   0.88188965   0.000000   0.64269738   0.23919227   0.000000   0.72877302   2.44074973
Z000862      0.903459   0.2908   0.88197939   0.000000   0.64278122   0.23919816   0.000000   0.72879393   2.44099809
Z000863      0.839798   0.2911   0.88206275   0.000000   0.64285912   0.23920364   0.000000   0.72881336   2.44122882
Z000864      3.901702   0.2915   0.88244951   0.000000   0.64322048   0.23922903   0.000000   0.72890344   2.44229921
Z000865      1.279390   0.2918   0.88257612   0.000000   0.64333879   0.23923734   0.000000   0.72893292   2.44264964
Z000866      2.600846   0.2921   0.88283321   0.000000   0.64357901   0.23925420   0.000000   0.72899275   2.44336115
Z000867      1.641714   0.2925   0.88299527   0.000000   0.64373044   0.23926482   0.000000   0.72903046   2.44380968
Z000868      1.631772   0.2928   0.88315619   0.000000   0.64388082   0.23927537   0.000000   0.72906789   2.44425504
Z000869      0.863981   0.2931   0.88324132   0.000000   0.64396037   0.23928095   0.000000   0.72908769   2.44449067
Z000870      0.823786   0.2935   0.88332246   0.000000   0.64403619   0.23928627   0.000000   0.72910655   2.44471521
Z000871      1.336290   0.2938   0.88345398   0.000000   0.64415909   0.23929488   0.000000   0.72913713   2.44507921
Z000872      0.802833   0.2942   0.88353294   0.000000   0.64423289   0.23930005   0.000000   0.72915548   2.44529776
Z000873      1.414983   0.2945   0.88367202   0.000000   0.64436286   0.23930916   0.000000   0.72918780   2.44568267
Z000874      0.821810   0.2948   0.88375274   0.000000   0.64443829   0.23931444   0.000000   0.72920656   2.44590608
Z000875      1.324441   0.2952   0.88388274   0.000000   0.64455979   0.23932295   0.000000   0.72923676   2.44626588
Z000876      0.879016   0.2955   0.88396896   0.000000   0.64464037   0.23932860   0.000000   0.72925679   2.44650451
Z000877      2.044089   0.2958   0.88416929   0.000000   0.64482759   0.23934170   0.000000   0.72930331   2.44705894
Z000878      2.733585   0.2962   0.88443679   0.000000   0.64507760   0.23935920   0.000000   0.72936540   2.44779929
Z000879      0.959876   0.2965   0.88453062   0.000000   0.64516529   0.23936533   0.000000   0.72938717   2.44805896
Z000880      0.943352   0.2969   0.88462277   0.000000   0.64525142   0.23937135   0.000000   0.72940856   2.44831401
Z000881      1.536146   0.2972   0.88477272   0.000000   0.64539157   0.23938115   0.000000   0.72944334   2.44872903
Z000882      1.603369   0.2975   0.88492909   0.000000   0.64553772   0.23939137   0.000000   0.72947960   2.44916178
Z000883      0.714333   0.2979   0.88499870   0.000000   0.64560279   0.23939591   0.000000   0.72949575   2.44935445
Z000884      1.004306   0.2982   0.88509652   0.000000   0.64569422   0.23940230   0.000000   0.72951842   2.44962518
Z000885      1.201544   0.2985   0.88521347   0.000000   0.64580354   0.23940994   0.000000   0.72954553   2.44994886
Z000886      1.370824   0.2989   0.88534680   0.000000   0.64592816   0.23941864   0.000000   0.72957643   2.45031786
Z000887      2.732046   0.2992   0.88561218   0.000000   0.64617623   0.23943596   0.000000   0.72963791   2.45105234
Z000888      5.752525   0.2996   0.88616952   0.000000   0.64669723   0.23947229   0.000000   0.72976695   2.45259486
Z000889      1.051106   0.2999   0.88627115   0.000000   0.64679223   0.23947892   0.000000   0.72979046   2.45287613
Z000890      3.792122   0.3002   0.88663726   0.000000   0.64713450   0.23950276   0.000000   0.72987514   2.45388938
Z000891      1.315704   0.3006   0.88676408   0.000000   0.64725307   0.23951102   0.000000   0.72990447   2.45424039
Z000892      0.938373   0.3009   0.88685448   0.000000   0.64733758   0.23951690   0.000000   0.72992536   2.45449056
Z000893      1.534831   0.3012   0.88700222   0.000000   0.64747570   0.23952652   0.000000   0.72995951   2.45489945
Z000894      5.814084   0.3016   0.88756062   0.000000   0.64799779   0.23956283   0.000000   0.73008849   2.45644491
Z000895      0.840076   0.3019   0.88764114   0.000000   0.64807308   0.23956806   0.000000   0.73010708   2.45666777
Z000896      3.197209   0.3023   0.88794723   0.000000   0.64835928   0.23958795   0.000000   0.73017772   2.45751490
Z000897      0.910739   0.3026   0.88803431   0.000000   0.64844071   0.23959360   0.000000   0.73019781   2.45775591
Z000898      0.909636   0.3029   0.88812124   0.000000   0.64852199   0.23959925   0.000000   0.73021786   2.45799649
Z000899      1.363485   0.3033   0.88825145   0.000000   0.64864375   0.23960770   0.000000   0.73024789   2.45835687
Z000900      1.127104   0.3036   0.88835901   0.000000   0.64874432   0.23961468   0.000000   0.73027269   2.45865455
Z000901      1.301499   0.3040   0.88848311   0.000000   0.64886038   0.23962274   0.000000   0.73030131   2.45899804
Z000902      1.377454   0.3043   0.88861436   0.000000   0.64898311   0.23963125   0.000000   0.73033156   2.45936128
Z000903      0.937077   0.3046   0.88870359   0.000000   0.64906655   0.23963704   0.000000   0.73035212   2.45960822
Z000904      0.979111   0.3050   0.88879676   0.000000   0.64915368   0.23964308   0.000000   0.73037359   2.45986609
Z000905      0.724075   0.3053   0.88886563   0.000000   0.64921808   0.23964755   0.000000   0.73038946   2.46005670
Z000906      0.961017   0.3056   0.88895699   0.000000   0.64930352   0.23965347   0.000000   0.73041050   2.46030955
Z000907      1.714024   0.3060   0.88911980   0.000000   0.64945578   0.23966402   0.000000   0.73044800   2.46076016
Z000908      1.328741   0.3063   0.88924590   0.000000   0.64957371   0.23967219   0.000000   0.73047703   2.46110916
Z000909      0.939141   0.3067   0.88933497   0.000000   0.64965701   0.23967796   0.000000   0.73049754   2.46135567
Z000910      1.447579   0.3070   0.88947216   0.000000   0.64978531   0.23968685   0.000000   0.73052912   2.46173536
Z000911      1.734373   0.3073   0.88963637   0.000000   0.64993889   0.23969748   0.000000   0.73056690   2.46218984
Z000912      1.460969   0.3077   0.88977457   0.000000   0.65006814   0.23970643   0.000000   0.73059870   2.46257231
Z000913      3.147833   0.3080   0.89007192   0.000000   0.65034625   0.23972567   0.000000   0.73066708   2.46339528
Z000914      3.282032   0.3083   0.89038136   0.000000   0.65063568   0.23974568   0.000000   0.73073820   2.46425169
Z000915      1.348406   0.3087   0.89050832   0.000000   0.65075443   0.23975389   0.000000   0.73076738   2.46460306
Z000916      2.001461   0.3090   0.89069657   0.000000   0.65093052   0.23976606   0.000000   0.73081062   2.46512409
Z000917      0.964544   0.3094   0.89078722   0.000000   0.65101531   0.23977191   0.000000   0.73083144   2.46537497
Z000918      3.324950   0.3097   0.89109930   0.000000   0.65130723   0.23979207   0.000000   0.73090309   2.46623868
Z000919      3.477789   0.3100   0.89142507   0.000000   0.65161197   0.23981310   0.000000   0.73097784   2.46714029
Z000920      1.005248   0.3104   0.89151910   0.000000   0.65169994   0.23981917   0.000000   0.73099941   2.46740056
Z000921      1.097699   0.3107   0.89162173   0.000000   0.65179594   0.23982579   0.000000   0.73102295   2.46768458
Z000922      1.368163   0.3110   0.89174955   0.000000   0.65191552   0.23983403   0.000000   0.73105226   2.46803833
Z000923      3.620900   0.3114   0.89208732   0.000000   0.65223152   0.23985581   0.000000   0.73112968   2.46897318
Z000924      0.599804   0.3117   0.89214321   0.000000   0.65228380   0.23985941   0.000000   0.73114248   2.46912785
Z000925      1.268726   0.3121   0.89226135   0.000000   0.65239433   0.23986702   0.000000   0.73116955   2.46945482
Z000926      1.356761   0.3124   0.89238760   0.000000   0.65251244   0.23987515   0.000000   0.73119847   2.46980422
Z000927      1.017794   0.3127   0.89248223   0.000000   0.65260099   0.23988125   0.000000   0.73122014   2.47006615
Z000928      0.899944   0.3131   0.89256587   0.000000   0.65267923   0.23988663   0.000000   0.73123929   2.47029761
Z000929      1.661804   0.3134   0.89272018   0.000000   0.65282362   0.23989657   0.000000   0.73127462   2.47072471
Z000930      1.108138   0.3137   0.89282301   0.000000   0.65291982   0.23990319   0.000000   0.73129816   2.47100928
Z000931      0.944701   0.3141   0.89291061   0.000000   0.65300179   0.23990882   0.000000   0.73131821   2.47125173
Z000932      1.204501   0.3144   0.89302223   0.000000   0.65310623   0.23991601   0.000000   0.73134375   2.47156067
Z000933      0.979667   0.3148   0.89311297   0.000000   0.65319112   0.23992184   0.000000   0.73136451   2.47181178
Z000934      5.779806   0.3151   0.89364721   0.000000   0.65369102   0.23995619   0.000000   0.73148667   2.47329038
Z000935      0.904669   0.3154   0.89373067   0.000000   0.65376912   0.23996155   0.000000   0.73150574   2.47352136
Z000936      0.967073   0.3158   0.89381984   0.000000   0.65385255   0.23996728   0.000000   0.73152612   2.47376815
Z000937      1.560806   0.3161   0.89396364   0.000000   0.65398712   0.23997652   0.000000   0.73155897   2.47416615
Z000938      1.857366   0.3164   0.89413461   0.000000   0.65414711   0.23998750   0.000000   0.73159802   2.47463931
Z000939      0.990321   0.3168   0.89422569   0.000000   0.65423234   0.23999334   0.000000   0.73161882   2.47489139
Z000940      1.415976   0.3171   0.89435582   0.000000   0.65435412   0.24000170   0.000000   0.73164853   2.47525156
Z000941      1.410655   0.3175   0.89448536   0.000000   0.65447535   0.24001001   0.000000   0.73167810   2.47561008
Z000942      1.334641   0.3178   0.89460783   0.000000   0.65458996   0.24001787   0.000000   0.73170605   2.47594902
Z000943      1.130197   0.3181   0.89471146   0.000000   0.65468694   0.24002451   0.000000   0.73172970   2.47623583
Z000944      1.588222   0.3185   0.89485697   0.000000   0.65482313   0.24003384   0.000000   0.73176289   2.47663856
Z000945      0.889353   0.3188   0.89493840   0.000000   0.65489933   0.24003906   0.000000   0.73178147   2.47686392
Z000946      1.385878   0.3191   0.89506520   0.000000   0.65501801   0.24004719   0.000000   0.73181038   2.47721486
Z000947      1.610052   0.3195   0.89521239   0.000000   0.65515576   0.24005662   0.000000   0.73184394   2.47762222
Z000948      0.688513   0.3198   0.89527529   0.000000   0.65521463   0.24006065   0.000000   0.73185828   2.47779630
Z000949      0.958756   0.3202   0.89536283   0.000000   0.65529657   0.24006626   0.000000   0.73187824   2.47803860
Z000950      1.295075   0.3205   0.89548102   0.000000   0.65540718   0.24007383   0.000000   0.73190517   2.47836569
Z000951      1.375987   0.3208   0.89560649   0.000000   0.65552462   0.24008187   0.000000   0.73193376   2.47871294
Z000952      4.725320   0.3212   0.89603661   0.000000   0.65592722   0.24010940   0.000000   0.73203171   2.47990337
Z000953      0.794976   0.3215   0.89610886   0.000000   0.65599484   0.24011402   0.000000   0.73204816   2.48010333
Z000954      0.893716   0.3219   0.89619004   0.000000   0.65607083   0.24011921   0.000000   0.73206664   2.48032802
Z000955      1.149844   0.3222   0.89629443   0.000000   0.65616855   0.24012589   0.000000   0.73209040   2.48061693
Z000956      3.385163   0.3225   0.89660136   0.000000   0.65645585   0.24014551   0.000000   0.73216023   2.48146639
Z000957      0.937559   0.3229   0.89668626   0.000000   0.65653533   0.24015093   0.000000   0.73217954   2.48170137
Z000958      1.256009   0.3232   0.89679993   0.000000   0.65664174   0.24015819   0.000000   0.73220538   2.48201597
Z000959      0.975081   0.3235   0.89688812   0.000000   0.65672429   0.24016383   0.000000   0.73222543   2.48226004
Z000960      3.503955   0.3239   0.89720463   0.000000   0.65702059   0.24018404   0.000000   0.73229737   2.48313601
Z000961      0.872355   0.3242   0.89728333   0.000000   0.65709427   0.24018906   0.000000   0.73231525   2.48335383
Z000962      0.809017   0.3246   0.89735628   0.000000   0.65716256   0.24019372   0.000000   0.73233182   2.48355573
Z000963      1.275750   0.3249   0.89747125   0.000000   0.65727019   0.24020105   0.000000   0.73235794   2.48387393
Z000964      1.619728   0.3252   0.89761710   0.000000   0.65740674   0.24021036   0.000000   0.73239106   2.48427759
Z000965      2.916974   0.3256   0.89787942   0.000000   0.65765234   0.24022709   0.000000   0.73245061   2.48500361
Z000966      1.115055   0.3259   0.89797959   0.000000   0.65774611   0.24023347   0.000000   0.73247335   2.48528082
Z000967      1.566915   0.3262   0.89812023   0.000000   0.65787780   0.24024244   0.000000   0.73250526   2.48567008
Z000968      3.360945   0.3266   0.89842149   0.000000   0.65815986   0.24026163   0.000000   0.73257359   2.48650386
Z000969      0.785875   0.3269   0.89849186   0.000000   0.65822574   0.24026611   0.000000   0.73258955   2.48669859
Z000970      1.510536   0.3273   0.89862701   0.000000   0.65835229   0.24027472   0.000000   0.73262019   2.48707265
Z000971      1.112958   0.3276   0.89872651   0.000000   0.65844546   0.24028105   0.000000   0.73264275   2.48734804
Z000972      0.690409   0.3279   0.89878821   0.000000   0.65850323   0.24028498   0.000000   0.73265673   2.48751880
Z000973      1.083430   0.3283   0.89888498   0.000000   0.65859384   0.24029114   0.000000   0.73267866   2.48778662
Z000974      0.645762   0.3286   0.89894263   0.000000   0.65864782   0.24029481   0.000000   0.73269172   2.48794617
Z000975      1.523117   0.3289   0.89907852   0.000000   0.65877507   0.24030345   0.000000   0.73272251   2.48832228
Z000976      3.607177   0.3293   0.89939989   0.000000   0.65907600   0.24032389   0.000000   0.73279529   2.48921171
Z000977      1.027056   0.3296   0.89949128   0.000000   0.65916158   0.24032970   0.000000   0.73281597   2.48946463
Z000978      1.207382   0.3300   0.89959864   0.000000   0.65926212   0.24033652   0.000000   0.73284028   2.48976177
Z000979      0.804847   0.3303   0.89967017   0.000000   0.65932910   0.24034107   0.000000   0.73285646   2.48995973
Z000980      1.361693   0.3306   0.89979111   0.000000   0.65944235   0.24034875   0.000000   0.73288383   2.49029445
Z000981      5.530965   0.3310   0.90028141   0.000000   0.65990152   0.24037989   0.000000   0.73299472   2.49165143
Z000982      1.084580   0.3313   0.90037738   0.000000   0.65999140   0.24038598   0.000000   0.73301642   2.49191704
Z000983      0.793077   0.3316   0.90044752   0.000000   0.66005709   0.24039043   0.000000   0.73303227   2.49211115
Z000984      1.284913   0.3320   0.90056109   0.000000   0.66016345   0.24039764   0.000000   0.73305794   2.49242547
Z000985      0.991647   0.3323   0.90064868   0.000000   0.66024549   0.24040319   0.000000   0.73307773   2.49266790
Z000986      1.495560   0.3327   0.90078069   0.000000   0.66036913   0.24041156   0.000000   0.73310755   2.49303326
Z000987      1.107317   0.3330   0.90087837   0.000000   0.66046061   0.24041776   0.000000   0.73312961   2.49330358
Z000988      1.385506   0.3333   0.90100049   0.000000   0.66057499   0.24042550   0.000000   0.73315719   2.49364158
Z000989      2.424765   0.3337   0.90121400   0.000000   0.66077497   0.24043903   0.000000   0.73320540   2.49423249
Z000990      1.394461   0.3340   0.90133665   0.000000   0.66088985   0.24044680   0.000000   0.73323308   2.49457196
Z000991      0.764826   0.3343   0.90140389   0.000000   0.66095283   0.24045106   0.000000   0.73324825   2.49475804
Z000992      1.546358   0.3347   0.90153974   0.000000   0.66108007   0.24045966   0.000000   0.73327891   2.49513402
Z000993      1.604063   0.3350   0.90168053   0.000000   0.66121195   0.24046858   0.000000   0.73331067   2.49552369
Z000994      0.948942   0.3354   0.90176377   0.000000   0.66128992   0.24047385   0.000000   0.73332944   2.49575405
Z000995      1.365529   0.3357   0.90188346   0.000000   0.66140204   0.24048142   0.000000   0.73335643   2.49608533
Z000996      1.371997   0.3360   0.90200364   0.000000   0.66151461   0.24048903   0.000000   0.73338353   2.49641793
Z000997      1.549726   0.3364   0.90213927   0.000000   0.66164166   0.24049761   0.000000   0.73341410   2.49679332
Z000998      0.927548   0.3367   0.90222040   0.000000   0.66171766   0.24050274   0.000000   0.73343238   2.49701784
Z000999      1.117826   0.3370   0.90231811   0.000000   0.66180919   0.24050892   0.000000   0.73345440   2.49728827
Z001000      1.121963   0.3374   0.90241612   0.000000   0.66190100   0.24051512   0.000000   0.73347649   2.49755953
Z001001      1.338594   0.3377   0.90253298   0.000000   0.66201048   0.24052250   0.000000   0.73350281   2.49788295
Z001002      1.447411   0.3381   0.90265924   0.000000   0.66212876   0.24053048   0.000000   0.73353125   2.49823240
Z001003      4.618853   0.3384   0.90306149   0.000000   0.66250559   0.24055589   0.000000   0.73362180   2.49934567
Z001004      2.103850   0.3387   0.90324437   0.000000   0.66267693   0.24056744   0.000000   0.73366295   2.49985182
Z001005      2.785180   0.3391   0.90348616   0.000000   0.66290346   0.24058270   0.000000   0.73371734   2.50052100
Z001006      1.162195   0.3394   0.90358694   0.000000   0.66299788   0.24058906   0.000000   0.73374000   2.50079993
Z001007      0.943918   0.3398   0.90366875   0.000000   0.66307453   0.24059422   0.000000   0.73375840   2.50102635
Z001008      1.259271   0.3401   0.90377782   0.000000   0.66317673   0.24060110   0.000000   0.73378292   2.50132823
Z001009      0.553345   0.3404   0.90382573   0.000000   0.66322161   0.24060412   0.000000   0.73379368   2.50146081
Z001010      1.555275   0.3408   0.90396030   0.000000   0.66334770   0.24061260   0.000000   0.73382393   2.50183325
Z001011      1.283019   0.3411   0.90407123   0.000000   0.66345163   0.24061959   0.000000   0.73384885   2.50214026
Z001012      1.397373   0.3414   0.90419195   0.000000   0.66356475   0.24062720   0.000000   0.73387597   2.50247438
Z001013      0.895102   0.3418   0.90426924   0.000000   0.66363716   0.24063207   0.000000   0.73389333   2.50268828
Z001014      0.987986   0.3421   0.90435450   0.000000   0.66371705   0.24063744   0.000000   0.73391248   2.50292425
Z001015      3.571937   0.3425   0.90466236   0.000000   0.66400553   0.24065683   0.000000   0.73398160   2.50377632
Z001016      2.270203   0.3428   0.90485773   0.000000   0.66418860   0.24066913   0.000000   0.73402545   2.50431700
Z001017      0.799178   0.3431   0.90492644   0.000000   0.66425299   0.24067345   0.000000   0.73404086   2.50450718
Z001018      0.941843   0.3435   0.90500739   0.000000   0.66432884   0.24067855   0.000000   0.73405902   2.50473121
Z001019      1.177138   0.3438   0.90510849   0.000000   0.66442359   0.24068491   0.000000   0.73408170   2.50501104
Z001020      1.336289   0.3441   0.90522320   0.000000   0.66453107   0.24069212   0.000000   0.73410743   2.50532849
Z001021      2.642443   0.3445   0.90544977   0.000000   0.66474340   0.24070637   0.000000   0.73415823   2.50595556
Z001022      1.997197   0.3448   0.90562080   0.000000   0.66490368   0.24071712   0.000000   0.73419656   2.50642892
Z001023      1.046117   0.3452   0.90571031   0.000000   0.66498757   0.24072275   0.000000   0.73421662   2.50667666
Z001024      2.884077   0.3455   0.90595683   0.000000   0.66521860   0.24073823   0.000000   0.73427185   2.50735893
Z001025      0.928516   0.3458   0.90603612   0.000000   0.66529290   0.24074321   0.000000   0.73428961   2.50757836
Z001026      1.013452   0.3462   0.90612261   0.000000   0.66537396   0.24074864   0.000000   0.73430898   2.50781774
Z001027      1.469113   0.3465   0.90624791   0.000000   0.66549139   0.24075651   0.000000   0.73433703   2.50816452
Z001028      1.248644   0.3468   0.90635432   0.000000   0.66559113   0.24076319   0.000000   0.73436085   2.50845904
Z001029      0.621555   0.3472   0.90640727   0.000000   0.66564075   0.24076651   0.000000   0.73437270   2.50860557
Z001030      1.714726   0.3475   0.90655324   0.000000   0.66577757   0.24077567   0.000000   0.73440537   2.50900958
Z001031      0.994571   0.3479   0.90663785   0.000000   0.66585687   0.24078098   0.000000   0.73442430   2.50924373
Z001032      5.679021   0.3482   0.90712009   0.000000   0.66630887   0.24081122   0.000000   0.73453215   2.51057840
Z001033      0.927187   0.3485   0.90719868   0.000000   0.66638254   0.24081614   0.000000   0.73454972   2.51079593
Z001034      1.131052   0.3489   0.90729451   0.000000   0.66647236   0.24082215   0.000000   0.73457114   2.51106113
Z001035      3.168672   0.3492   0.90756265   0.000000   0.66672371   0.24083894   0.000000   0.73463106   2.51180326
Z001036      1.086749   0.3495   0.90765451   0.000000   0.66680982   0.24084470   0.000000   0.73465158   2.51205750
Z001037      0.597054   0.3499   0.90770496   0.000000   0.66685710   0.24084785   0.000000   0.73466284   2.51219711
Z001038      1.192297   0.3502   0.90780565   0.000000   0.66695149   0.24085416   0.000000   0.73468533   2.51247578
Z001039      3.740108   0.3506   0.90812109   0.000000   0.66724719   0.24087390   0.000000   0.73475575   2.51334881
Z001040      1.409946   0.3509   0.90823984   0.000000   0.66735852   0.24088132   0.000000   0.73478225   2.51367747
Z001041      1.330382   0.3512   0.90835181   0.000000   0.66746348   0.24088833   0.000000   0.73480724   2.51398736
Z001042      1.189191   0.3516   0.90845183   0.000000   0.66755725   0.24089458   0.000000   0.73482955   2.51426418
Z001043      1.690836   0.3519   0.90859393   0.000000   0.66769047   0.24090346   0.000000   0.73486125   2.51465747
Z001044      1.138618   0.3522   0.90868956   0.000000   0.66778012   0.24090944   0.000000   0.73488257   2.51492212
Z001045      0.888339   0.3526   0.90876412   0.000000   0.66785002   0.24091410   0.000000   0.73489920   2.51512849
Z001046      0.928199   0.3529   0.90884199   0.000000   0.66792303   0.24091896   0.000000   0.73491656   2.51534401
Z001047      1.315680   0.3533   0.90895231   0.000000   0.66802645   0.24092586   0.000000   0.73494115   2.51564932
Z001048      1.176772   0.3536   0.90905091   0.000000   0.66811890   0.24093201   0.000000   0.73496312   2.51592222
Z001049      0.565739   0.3539   0.90909829   0.000000   0.66816332   0.24093497   0.000000   0.73497368   2.51605336
Z001050      1.319421   0.3543   0.90920874   0.000000   0.66826688   0.24094187   0.000000   0.73499829   2.51635904
Z001051      0.913753   0.3546   0.90928519   0.000000   0.66833855   0.24094664   0.000000   0.73501532   2.51657062
Z001052      1.284266   0.3549   0.90939257   0.000000   0.66843923   0.24095334   0.000000   0.73503924   2.51686782
Z001053      3.243455   0.3553   0.90966345   0.000000   0.66869321   0.24097025   0.000000   0.73509956   2.51761750
Z001054      1.100283   0.3556   0.90975524   0.000000   0.66877927   0.24097597   0.000000   0.73512000   2.51787153
Z001055      1.032867   0.3560   0.90984135   0.000000   0.66886001   0.24098134   0.000000   0.73513916   2.51810986
