# Name  Dist  Rad  Vobs  e_Vobs  Vgas  Vdisk  Vbulge  SBdisk  SBbulge
Z001555      1.395901   0.5248   0.92043112   0.000000   0.67879579   0.24163532   0.000000   0.73747593   2.54741849
Z001556      1.505467   0.5252   0.92054848   0.000000   0.67890598   0.24164250   0.000000   0.73750160   2.54774330
Z001557      0.872530   0.5255   0.92061646   0.000000   0.67896980   0.24164666   0.000000   0.73751647   2.54793144
Z001558      0.904477   0.5258   0.92068689   0.000000   0.67903593   0.24165096   0.000000   0.73753188   2.54812639
Z001559      0.915728   0.5262   0.92075818   0.000000   0.67910286   0.24165532   0.000000   0.73754746   2.54832367
Z001560      0.765440   0.5265   0.92081774   0.000000   0.67915878   0.24165896   0.000000   0.73756049   2.54848851
Z001561      1.295576   0.5268   0.92091850   0.000000   0.67925338   0.24166512   0.000000   0.73758251   2.54876737
Z001562      1.355758   0.5272   0.92102387   0.000000   0.67935231   0.24167156   0.000000   0.73760555   2.54905900
Z001563      1.393432   0.5275   0.92113209   0.000000   0.67945393   0.24167817   0.000000   0.73762920   2.54935853
Z001564      1.058530   0.5279   0.92121426   0.000000   0.67953107   0.24168318   0.000000   0.73764715   2.54958594
Z001565      0.812333   0.5282   0.92127728   0.000000   0.67959025   0.24168703   0.000000   0.73766092   2.54976037
Z001566      0.689402   0.5285   0.92133075   0.000000   0.67964045   0.24169030   0.000000   0.73767260   2.54990835
Z001567      1.652127   0.5289   0.92145882   0.000000   0.67976070   0.24169812   0.000000   0.73770058   2.55026278
Z001568      1.120350   0.5292   0.92154560   0.000000   0.67984219   0.24170341   0.000000   0.73771953   2.55050297
Z001569      0.392336   0.5296   0.92157598   0.000000   0.67987071   0.24170527   0.000000   0.73772616   2.55058705
Z001570      1.048264   0.5299   0.92165712   0.000000   0.67994690   0.24171022   0.000000   0.73774388   2.55081163
Z001571      1.829784   0.5302   0.92179866   0.000000   0.68007981   0.24171886   0.000000   0.73777478   2.55120335
Z001572      0.997371   0.5306   0.92187576   0.000000   0.68015220   0.24172356   0.000000   0.73779161   2.55141672
Z001573      1.420225   0.5309   0.92198547   0.000000   0.68025522   0.24173025   0.000000   0.73781556   2.55172038
Z001574      0.498812   0.5312   0.92202399   0.000000   0.68029139   0.24173260   0.000000   0.73782396   2.55182698
Z001575      1.205592   0.5316   0.92211705   0.000000   0.68037877   0.24173827   0.000000   0.73784426   2.55208453
Z001576      0.710909   0.5319   0.92217189   0.000000   0.68043028   0.24174162   0.000000   0.73785623   2.55223632
Z001577      1.021308   0.5323   0.92225065   0.000000   0.68050424   0.24174642   0.000000   0.73787341   2.55245430
Z001578      1.527805   0.5326   0.92236840   0.000000   0.68061481   0.24175359   0.000000   0.73789909   2.55278019
Z001579      1.152557   0.5329   0.92245717   0.000000   0.68069817   0.24175900   0.000000   0.73791845   2.55302587
Z001580      1.360409   0.5333   0.92256189   0.000000   0.68079650   0.24176538   0.000000   0.73794128   2.55331568
Z001581      0.324303   0.5336   0.92258684   0.000000   0.68081994   0.24176690   0.000000   0.73794672   2.55338474
Z001582      1.834777   0.5339   0.92272794   0.000000   0.68095244   0.24177550   0.000000   0.73797748   2.55377525
Z001583      0.872366   0.5343   0.92279498   0.000000   0.68101540   0.24177958   0.000000   0.73799209   2.55396080
Z001584      0.613372   0.5346   0.92284210   0.000000   0.68105965   0.24178245   0.000000   0.73800236   2.55409121
Z001585      1.407149   0.5350   0.92295015   0.000000   0.68116112   0.24178903   0.000000   0.73802591   2.55439026
Z001586      0.773461   0.5353   0.92300951   0.000000   0.68121687   0.24179264   0.000000   0.73803884   2.55455455
Z001587      0.857001   0.5356   0.92307526   0.000000   0.68127861   0.24179664   0.000000   0.73805316   2.55473651
Z001588      2.089505   0.5360   0.92323544   0.000000   0.68142905   0.24180639   0.000000   0.73808805   2.55517984
Z001589      1.037915   0.5363   0.92331495   0.000000   0.68150372   0.24181123   0.000000   0.73810537   2.55539989
Z001590      0.783803   0.5366   0.92337497   0.000000   0.68156009   0.24181488   0.000000   0.73811844   2.55556599
Z001591      0.628340   0.5370   0.92342306   0.000000   0.68160526   0.24181780   0.000000   0.73812891   2.55569910
Z001592      1.342715   0.5373   0.92352579   0.000000   0.68170174   0.24182405   0.000000   0.73815127   2.55598342
Z001593      0.889343   0.5377   0.92359380   0.000000   0.68176561   0.24182819   0.000000   0.73816608   2.55617163
Z001594      1.500590   0.5380   0.92370848   0.000000   0.68187332   0.24183516   0.000000   0.73819103   2.55648902
Z001595      0.479716   0.5383   0.92374512   0.000000   0.68190773   0.24183739   0.000000   0.73819901   2.55659044
Z001596      1.609821   0.5387   0.92386803   0.000000   0.68202317   0.24184486   0.000000   0.73822575   2.55693060
Z001597      1.190505   0.5390   0.92395886   0.000000   0.68210848   0.24185038   0.000000   0.73824551   2.55718199
Z001598      0.893022   0.5393   0.92402696   0.000000   0.68217244   0.24185452   0.000000   0.73826033   2.55737047
Z001599      1.238940   0.5397   0.92412139   0.000000   0.68226114   0.24186025   0.000000   0.73828086   2.55763183
Z001600      1.323926   0.5400   0.92422224   0.000000   0.68235586   0.24186638   0.000000   0.73830279   2.55791094
Z001601      0.411343   0.5404   0.92425356   0.000000   0.68238528   0.24186828   0.000000   0.73830960   2.55799762
Z001602      0.774031   0.5407   0.92431248   0.000000   0.68244062   0.24187186   0.000000   0.73832241   2.55816069
Z001603      1.251637   0.5410   0.92440771   0.000000   0.68253007   0.24187764   0.000000   0.73834312   2.55842425
Z001604      1.862699   0.5414   0.92454932   0.000000   0.68266309   0.24188624   0.000000   0.73837390   2.55881619
Z001605      0.802339   0.5417   0.92461028   0.000000   0.68272035   0.24188994   0.000000   0.73838714   2.55898490
Z001606      1.208273   0.5420   0.92470204   0.000000   0.68280654   0.24189551   0.000000   0.73840708   2.55923886
Z001607      1.025076   0.5424   0.92477985   0.000000   0.68287962   0.24190023   0.000000   0.73842398   2.55945419
Z001608      0.580316   0.5427   0.92482388   0.000000   0.68292098   0.24190290   0.000000   0.73843355   2.55957605
Z001609      1.359729   0.5431   0.92492700   0.000000   0.68301784   0.24190915   0.000000   0.73845595   2.55986145
Z001610      1.282094   0.5434   0.92502417   0.000000   0.68310912   0.24191505   0.000000   0.73847705   2.56013038
Z001611      0.541744   0.5437   0.92506521   0.000000   0.68314767   0.24191754   0.000000   0.73848596   2.56024396
Z001612      1.399611   0.5441   0.92517119   0.000000   0.68324723   0.24192396   0.000000   0.73850897   2.56053728
Z001613      0.855355   0.5444   0.92523592   0.000000   0.68330803   0.24192789   0.000000   0.73852303   2.56071644
Z001614      1.981752   0.5447   0.92538580   0.000000   0.68344883   0.24193697   0.000000   0.73855556   2.56113126
Z001615      0.622498   0.5451   0.92543285   0.000000   0.68349303   0.24193982   0.000000   0.73856577   2.56126148
Z001616      1.177658   0.5454   0.92552183   0.000000   0.68357661   0.24194522   0.000000   0.73858508   2.56150772
Z001617      0.445549   0.5458   0.92555548   0.000000   0.68360822   0.24194725   0.000000   0.73859238   2.56160085
Z001618      1.320473   0.5461   0.92565516   0.000000   0.68370187   0.24195329   0.000000   0.73861401   2.56187674
Z001619      1.024758   0.5464   0.92573248   0.000000   0.68377450   0.24195798   0.000000   0.73863078   2.56209072
Z001620      0.859229   0.5468   0.92579727   0.000000   0.68383537   0.24196190   0.000000   0.73864483   2.56227006
Z001621      2.084716   0.5471   0.92595438   0.000000   0.68398297   0.24197142   0.000000   0.73867890   2.56270488
Z001622      0.576879   0.5475   0.92599783   0.000000   0.68402379   0.24197405   0.000000   0.73868832   2.56282513
Z001623      0.912171   0.5478   0.92606651   0.000000   0.68408830   0.24197820   0.000000   0.73870321   2.56301520
Z001624      1.110465   0.5481   0.92615007   0.000000   0.68416681   0.24198326   0.000000   0.73872133   2.56324647
Z001625      1.393453   0.5485   0.92625487   0.000000   0.68426527   0.24198960   0.000000   0.73874404   2.56353652
Z001626      0.822343   0.5488   0.92631668   0.000000   0.68432334   0.24199334   0.000000   0.73875744   2.56370760
Z001627      0.896247   0.5491   0.92638403   0.000000   0.68438661   0.24199742   0.000000   0.73877203   2.56389398
Z001628      0.837782   0.5495   0.92644695   0.000000   0.68444573   0.24200122   0.000000   0.73878567   2.56406813
Z001629      1.235134   0.5498   0.92653967   0.000000   0.68453284   0.24200683   0.000000   0.73880575   2.56432475
Z001630      1.773589   0.5502   0.92667272   0.000000   0.68465784   0.24201488   0.000000   0.73883457   2.56469298
Z001631      0.878891   0.5505   0.92673861   0.000000   0.68471975   0.24201886   0.000000   0.73884884   2.56487534
Z001632      1.026326   0.5508   0.92681552   0.000000   0.68479201   0.24202351   0.000000   0.73886550   2.56508820
Z001633      1.142031   0.5512   0.92690106   0.000000   0.68487238   0.24202868   0.000000   0.73888402   2.56532493
Z001634      0.446385   0.5515   0.92693448   0.000000   0.68490378   0.24203070   0.000000   0.73889125   2.56541743
Z001635      1.016926   0.5518   0.92701059   0.000000   0.68497529   0.24203530   0.000000   0.73890773   2.56562808
Z001636      1.776579   0.5522   0.92714347   0.000000   0.68510014   0.24204333   0.000000   0.73893649   2.56599584
Z001637      0.653790   0.5525   0.92719234   0.000000   0.68514606   0.24204628   0.000000   0.73894707   2.56613111
Z001638      1.149022   0.5529   0.92727820   0.000000   0.68522673   0.24205147   0.000000   0.73896564   2.56636873
Z001639      1.525519   0.5532   0.92739212   0.000000   0.68533377   0.24205835   0.000000   0.73899029   2.56668401
Z001640      0.717895   0.5535   0.92744570   0.000000   0.68538412   0.24206158   0.000000   0.73900188   2.56683230
Z001641      1.356418   0.5539   0.92754689   0.000000   0.68547919   0.24206769   0.000000   0.73902377   2.56711235
Z001642      0.795839   0.5542   0.92760622   0.000000   0.68553495   0.24207127   0.000000   0.73903660   2.56727658
Z001643      1.136125   0.5545   0.92769090   0.000000   0.68561451   0.24207638   0.000000   0.73905491   2.56751092
Z001644      0.880573   0.5549   0.92775649   0.000000   0.68567615   0.24208034   0.000000   0.73906909   2.56769246
Z001645      0.542470   0.5552   0.92779689   0.000000   0.68571411   0.24208278   0.000000   0.73907783   2.56780427
Z001646      1.870819   0.5556   0.92793613   0.000000   0.68584495   0.24209118   0.000000   0.73910793   2.56818962
Z001647      1.568603   0.5559   0.92805278   0.000000   0.68595456   0.24209822   0.000000   0.73913314   2.56851247
Z001648      0.760673   0.5562   0.92810931   0.000000   0.68600769   0.24210163   0.000000   0.73914535   2.56866894
Z001649      0.645007   0.5566   0.92815724   0.000000   0.68605272   0.24210452   0.000000   0.73915571   2.56880158
Z001650      1.019401   0.5569   0.92823295   0.000000   0.68612387   0.24210908   0.000000   0.73917207   2.56901113
Z001651      1.520893   0.5572   0.92834584   0.000000   0.68622996   0.24211589   0.000000   0.73919645   2.56932357
Z001652      0.610416   0.5576   0.92839113   0.000000   0.68627251   0.24211862   0.000000   0.73920624   2.56944891
Z001653      1.120141   0.5579   0.92847420   0.000000   0.68635058   0.24212362   0.000000   0.73922418   2.56967882
Z001654      1.159473   0.5583   0.92856015   0.000000   0.68643134   0.24212880   0.000000   0.73924274   2.56991668
Z001655      1.366482   0.5586   0.92866137   0.000000   0.68652647   0.24213490   0.000000   0.73926459   2.57019684
Z001656      0.758790   0.5589   0.92871755   0.000000   0.68657927   0.24213829   0.000000   0.73927672   2.57035233
Z001657      1.866245   0.5593   0.92885565   0.000000   0.68670904   0.24214661   0.000000   0.73930653   2.57073453
Z001658      0.613341   0.5596   0.92890101   0.000000   0.68675167   0.24214934   0.000000   0.73931632   2.57086007
Z001659      0.621738   0.5599   0.92894698   0.000000   0.68679487   0.24215210   0.000000   0.73932624   2.57098729
Z001660      1.251660   0.5603   0.92903947   0.000000   0.68688180   0.24215767   0.000000   0.73934619   2.57124329
Z001661      0.671722   0.5606   0.92908909   0.000000   0.68692843   0.24216066   0.000000   0.73935690   2.57138061
Z001662      1.459381   0.5610   0.92919684   0.000000   0.68702969   0.24216715   0.000000   0.73938014   2.57167882
Z001663      1.461762   0.5613   0.92930469   0.000000   0.68713105   0.24217364   0.000000   0.73940341   2.57197731
Z001664      1.021583   0.5616   0.92938002   0.000000   0.68720185   0.24217817   0.000000   0.73941965   2.57218580
Z001665      1.024214   0.5620   0.92945551   0.000000   0.68727280   0.24218271   0.000000   0.73943593   2.57239472
Z001666      0.950776   0.5623   0.92952555   0.000000   0.68733863   0.24218693   0.000000   0.73945103   2.57258858
Z001667      0.839110   0.5626   0.92958734   0.000000   0.68739670   0.24219064   0.000000   0.73946435   2.57275959
Z001668      1.414950   0.5630   0.92969149   0.000000   0.68749458   0.24219690   0.000000   0.73948680   2.57304782
Z001669      0.942598   0.5633   0.92976082   0.000000   0.68755975   0.24220107   0.000000   0.73950174   2.57323972
Z001670      0.961717   0.5637   0.92983154   0.000000   0.68762621   0.24220533   0.000000   0.73951698   2.57343543
Z001671      0.492512   0.5640   0.92986774   0.000000   0.68766024   0.24220750   0.000000   0.73952478   2.57353563
Z001672      2.189495   0.5643   0.93002858   0.000000   0.68781141   0.24221717   0.000000   0.73955943   2.57398076
Z001673      1.197172   0.5647   0.93011645   0.000000   0.68789400   0.24222245   0.000000   0.73957836   2.57422397
Z001674      0.373213   0.5650   0.93014383   0.000000   0.68791974   0.24222409   0.000000   0.73958426   2.57429976
Z001675      1.523246   0.5653   0.93025555   0.000000   0.68802475   0.24223081   0.000000   0.73960832   2.57460895
Z001676      0.609287   0.5657   0.93030022   0.000000   0.68806673   0.24223349   0.000000   0.73961794   2.57473257
Z001677      0.854601   0.5660   0.93036284   0.000000   0.68812559   0.24223725   0.000000   0.73963142   2.57490590
Z001678      1.277334   0.5664   0.93045640   0.000000   0.68821353   0.24224287   0.000000   0.73965156   2.57516483
Z001679      1.216724   0.5667   0.93054547   0.000000   0.68829725   0.24224822   0.000000   0.73967074   2.57541134
Z001680      1.459099   0.5670   0.93065222   0.000000   0.68839759   0.24225463   0.000000   0.73969371   2.57570678
Z001681      0.735332   0.5674   0.93070599   0.000000   0.68844813   0.24225785   0.000000   0.73970528   2.57585559
Z001682      1.064757   0.5677   0.93078381   0.000000   0.68852129   0.24226252   0.000000   0.73972203   2.57607098
Z001683      1.227976   0.5681   0.93087352   0.000000   0.68860561   0.24226791   0.000000   0.73974133   2.57631926
Z001684      1.263133   0.5684   0.93096574   0.000000   0.68869230   0.24227344   0.000000   0.73976116   2.57657450
Z001685      0.757049   0.5687   0.93102099   0.000000   0.68874423   0.24227676   0.000000   0.73977305   2.57672740
Z001686      0.473416   0.5691   0.93105553   0.000000   0.68877670   0.24227883   0.000000   0.73978048   2.57682300
Z001687      1.604801   0.5694   0.93117255   0.000000   0.68888671   0.24228585   0.000000   0.73980564   2.57714688
Z001688      0.772607   0.5697   0.93122886   0.000000   0.68893964   0.24228922   0.000000   0.73981775   2.57730272
Z001689      1.862338   0.5701   0.93136451   0.000000   0.68906716   0.24229736   0.000000   0.73984691   2.57767815
Z001690      1.120163   0.5704   0.93144605   0.000000   0.68914381   0.24230224   0.000000   0.73986444   2.57790382
Z001691      0.712765   0.5708   0.93149791   0.000000   0.68919256   0.24230535   0.000000   0.73987558   2.57804734
Z001692      0.760307   0.5711   0.93155321   0.000000   0.68924454   0.24230867   0.000000   0.73988747   2.57820039
Z001693      0.938310   0.5714   0.93162143   0.000000   0.68930868   0.24231275   0.000000   0.73990212   2.57838920
Z001694      1.596290   0.5718   0.93173742   0.000000   0.68941772   0.24231970   0.000000   0.73992705   2.57871023
Z001695      0.684654   0.5721   0.93178715   0.000000   0.68946446   0.24232268   0.000000   0.73993773   2.57884785
Z001696      1.048753   0.5724   0.93186328   0.000000   0.68953604   0.24232724   0.000000   0.73995408   2.57905856
Z001697      1.404760   0.5728   0.93196521   0.000000   0.68963186   0.24233335   0.000000   0.73997597   2.57934065
Z001698      1.000158   0.5731   0.93203774   0.000000   0.68970004   0.24233769   0.000000   0.73999155   2.57954139
Z001699      1.484290   0.5735   0.93214531   0.000000   0.68980118   0.24234413   0.000000   0.74001464   2.57983911
Z001700      0.542769   0.5738   0.93218463   0.000000   0.68983814   0.24234649   0.000000   0.74002308   2.57994794
Z001701      1.428766   0.5741   0.93228809   0.000000   0.68993541   0.24235268   0.000000   0.74004529   2.58023427
Z001702      0.615453   0.5745   0.93233263   0.000000   0.68997729   0.24235534   0.000000   0.74005485   2.58035755
Z001703      1.048056   0.5748   0.93240846   0.000000   0.69004858   0.24235988   0.000000   0.74007112   2.58056741
Z001704      0.564932   0.5751   0.93244931   0.000000   0.69008699   0.24236233   0.000000   0.74007989   2.58068048
Z001705      2.361501   0.5755   0.93261999   0.000000   0.69024745   0.24237254   0.000000   0.74011651   2.58115285
Z001706      0.628911   0.5758   0.93266541   0.000000   0.69029016   0.24237525   0.000000   0.74012626   2.58127857
Z001707      1.091437   0.5762   0.93274421   0.000000   0.69036425   0.24237997   0.000000   0.74014316   2.58149665
Z001708      0.857959   0.5765   0.93280613   0.000000   0.69042246   0.24238367   0.000000   0.74015644   2.58166801
Z001709      1.316401   0.5768   0.93290108   0.000000   0.69051173   0.24238935   0.000000   0.74017680   2.58193080
Z001710      0.630579   0.5772   0.93294654   0.000000   0.69055448   0.24239206   0.000000   0.74018655   2.58205663
Z001711      1.351003   0.5775   0.93304390   0.000000   0.69064602   0.24239788   0.000000   0.74020742   2.58232609
Z001712      1.054271   0.5778   0.93311984   0.000000   0.69071742   0.24240242   0.000000   0.74022370   2.58253625
Z001713      0.642926   0.5782   0.93316613   0.000000   0.69076094   0.24240519   0.000000   0.74023362   2.58266436
Z001714      1.492627   0.5785   0.93327354   0.000000   0.69086194   0.24241160   0.000000   0.74025664   2.58296165
Z001715      1.356688   0.5789   0.93337111   0.000000   0.69095368   0.24241743   0.000000   0.74027755   2.58323168
Z001716      1.249669   0.5792   0.93346093   0.000000   0.69103813   0.24242280   0.000000   0.74029679   2.58348027
Z001717      0.870640   0.5795   0.93352348   0.000000   0.69109695   0.24242653   0.000000   0.74031019   2.58365338
Z001718      0.475810   0.5799   0.93355765   0.000000   0.69112908   0.24242857   0.000000   0.74031751   2.58374796
Z001719      1.172999   0.5802   0.93364186   0.000000   0.69120826   0.24243360   0.000000   0.74033555   2.58398103
Z001720      1.051632   0.5805   0.93371732   0.000000   0.69127922   0.24243811   0.000000   0.74035171   2.58418988
Z001721      1.278809   0.5809   0.93380904   0.000000   0.69136546   0.24244358   0.000000   0.74037135   2.58444371
Z001722      1.052343   0.5812   0.93388447   0.000000   0.69143639   0.24244808   0.000000   0.74038750   2.58465248
Z001723      1.784446   0.5816   0.93401230   0.000000   0.69155659   0.24245571   0.000000   0.74041486   2.58500626
Z001724      0.418453   0.5819   0.93404226   0.000000   0.69158476   0.24245750   0.000000   0.74042128   2.58508918
Z001725      0.722715   0.5822   0.93409399   0.000000   0.69163341   0.24246058   0.000000   0.74043235   2.58523236
Z001726      1.786873   0.5826   0.93422183   0.000000   0.69175362   0.24246821   0.000000   0.74045970   2.58558616
Z001727      0.768089   0.5829   0.93427675   0.000000   0.69180526   0.24247148   0.000000   0.74047145   2.58573816
Z001728      0.913495   0.5832   0.93434204   0.000000   0.69186666   0.24247538   0.000000   0.74048542   2.58591885
Z001729      0.724345   0.5836   0.93439379   0.000000   0.69191533   0.24247846   0.000000   0.74049649   2.58606208
Z001730      1.157385   0.5839   0.93447645   0.000000   0.69199305   0.24248339   0.000000   0.74051417   2.58629085
Z001731      1.770732   0.5843   0.93460282   0.000000   0.69211190   0.24249092   0.000000   0.74054120   2.58664061
Z001732      1.078463   0.5846   0.93467974   0.000000   0.69218423   0.24249551   0.000000   0.74055765   2.58685350
Z001733      0.947700   0.5849   0.93474730   0.000000   0.69224777   0.24249953   0.000000   0.74057210   2.58704049
Z001734      0.795368   0.5853   0.93480399   0.000000   0.69230107   0.24250291   0.000000   0.74058421   2.58719736
Z001735      1.094712   0.5856   0.93488197   0.000000   0.69237441   0.24250756   0.000000   0.74060088   2.58741318
Z001736      0.731728   0.5860   0.93493407   0.000000   0.69242341   0.24251066   0.000000   0.74061202   2.58755738
Z001737      1.226982   0.5863   0.93502140   0.000000   0.69250554   0.24251586   0.000000   0.74063068   2.58779907
Z001738      1.381156   0.5866   0.93511964   0.000000   0.69259793   0.24252171   0.000000   0.74065168   2.58807098
Z001739      1.012944   0.5870   0.93519166   0.000000   0.69266566   0.24252600   0.000000   0.74066706   2.58827029
Z001740      0.853466   0.5873   0.93525231   0.000000   0.69272270   0.24252961   0.000000   0.74068002   2.58843815
Z001741      1.514977   0.5876   0.93535991   0.000000   0.69282389   0.24253602   0.000000   0.74070300   2.58873595
Z001742      1.084994   0.5880   0.93543693   0.000000   0.69289633   0.24254060   0.000000   0.74071945   2.58894911
Z001743      0.752488   0.5883   0.93549032   0.000000   0.69294655   0.24254378   0.000000   0.74073085   2.58909689
Z001744      0.997033   0.5887   0.93556104   0.000000   0.69301306   0.24254798   0.000000   0.74074596   2.58929261
Z001745      1.194585   0.5890   0.93564573   0.000000   0.69309271   0.24255302   0.000000   0.74076404   2.58952700
Z001746      0.451272   0.5893   0.93567771   0.000000   0.69312279   0.24255492   0.000000   0.74077086   2.58961551
Z001747      1.347873   0.5897   0.93577319   0.000000   0.69321259   0.24256060   0.000000   0.74079125   2.58987977
Z001748      2.185767   0.5900   0.93592791   0.000000   0.69335811   0.24256980   0.000000   0.74082427   2.59030798
Z001749      0.220568   0.5903   0.93594352   0.000000   0.69337278   0.24257073   0.000000   0.74082760   2.59035116
Z001750      1.275875   0.5907   0.93603375   0.000000   0.69345765   0.24257610   0.000000   0.74084685   2.59060090
Z001751      0.798676   0.5910   0.93609021   0.000000   0.69351076   0.24257945   0.000000   0.74085889   2.59075715
Z001752      0.833114   0.5914   0.93614908   0.000000   0.69356613   0.24258295   0.000000   0.74087145   2.59092009
Z001753      1.883814   0.5917   0.93628212   0.000000   0.69369126   0.24259086   0.000000   0.74089983   2.59128829
Z001754      0.196832   0.5920   0.93629601   0.000000   0.69370433   0.24259168   0.000000   0.74090279   2.59132674
Z001755      1.065487   0.5924   0.93637120   0.000000   0.69377505   0.24259615   0.000000   0.74091883   2.59153484
Z001756      1.521819   0.5927   0.93647853   0.000000   0.69387601   0.24260253   0.000000   0.74094171   2.59183190
Z001757      1.155463   0.5930   0.93655998   0.000000   0.69395262   0.24260736   0.000000   0.74095908   2.59205731
Z001758      1.015995   0.5934   0.93663156   0.000000   0.69401995   0.24261161   0.000000   0.74097433   2.59225542
Z001759      1.372417   0.5937   0.93672820   0.000000   0.69411085   0.24261735   0.000000   0.74099493   2.59252289
Z001760      0.769805   0.5941   0.93678238   0.000000   0.69416181   0.24262057   0.000000   0.74100648   2.59267284
Z001761      1.014366   0.5944   0.93685375   0.000000   0.69422894   0.24262480   0.000000   0.74102169   2.59287036
Z001762      0.203875   0.5947   0.93686809   0.000000   0.69424243   0.24262566   0.000000   0.74102474   2.59291004
Z001763      1.798094   0.5951   0.93699450   0.000000   0.69436134   0.24263316   0.000000   0.74105167   2.59325991
Z001764      1.092046   0.5954   0.93707123   0.000000   0.69443352   0.24263771   0.000000   0.74106802   2.59347227
Z001765      1.616055   0.5957   0.93718471   0.000000   0.69454026   0.24264444   0.000000   0.74109219   2.59378633
Z001766      0.494674   0.5961   0.93721943   0.000000   0.69457292   0.24264650   0.000000   0.74109958   2.59388242
Z001767      1.347823   0.5964   0.93731398   0.000000   0.69466187   0.24265211   0.000000   0.74111972   2.59414412
Z001768      0.692105   0.5968   0.93736252   0.000000   0.69470753   0.24265499   0.000000   0.74113005   2.59427845
Z001769      1.407179   0.5971   0.93746115   0.000000   0.69480031   0.24266084   0.000000   0.74115105   2.59455143
Z001770      0.722733   0.5974   0.93751179   0.000000   0.69484795   0.24266384   0.000000   0.74116183   2.59469157
Z001771      1.298518   0.5978   0.93760272   0.000000   0.69493349   0.24266923   0.000000   0.74118118   2.59494324
Z001772      0.608755   0.5981   0.93764533   0.000000   0.69497358   0.24267176   0.000000   0.74119025   2.59506118
Z001773      1.112376   0.5984   0.93772317   0.000000   0.69504680   0.24267637   0.000000   0.74120681   2.59527660
Z001774      2.010653   0.5988   0.93786377   0.000000   0.69517907   0.24268470   0.000000   0.74123672   2.59566572
Z001775      0.933311   0.5991   0.93792899   0.000000   0.69524042   0.24268856   0.000000   0.74125060   2.59584622
Z001776      0.513314   0.5995   0.93796484   0.000000   0.69527416   0.24269069   0.000000   0.74125822   2.59594547
Z001777      0.981364   0.5998   0.93803338   0.000000   0.69533863   0.24269475   0.000000   0.74127280   2.59613514
Z001778      1.363414   0.6001   0.93812854   0.000000   0.69542816   0.24270038   0.000000   0.74129304   2.59639852
Z001779      0.485764   0.6005   0.93816244   0.000000   0.69546004   0.24270239   0.000000   0.74130025   2.59649233
Z001780      1.333892   0.6008   0.93825546   0.000000   0.69554756   0.24270790   0.000000   0.74132003   2.59674980
Z001781      1.365636   0.6011   0.93835065   0.000000   0.69563712   0.24271354   0.000000   0.74134026   2.59701324
Z001782      1.166231   0.6015   0.93843189   0.000000   0.69571355   0.24271834   0.000000   0.74135753   2.59723809
Z001783      0.927572   0.6018   0.93849648   0.000000   0.69577432   0.24272217   0.000000   0.74137126   2.59741685
Z001784      0.896345   0.6022   0.93855887   0.000000   0.69583301   0.24272586   0.000000   0.74138451   2.59758952
Z001785      1.532691   0.6025   0.93866550   0.000000   0.69593333   0.24273217   0.000000   0.74140717   2.59788461
Z001786      0.757435   0.6028   0.93871816   0.000000   0.69598288   0.24273528   0.000000   0.74141836   2.59803037
Z001787      0.905174   0.6032   0.93878108   0.000000   0.69604207   0.24273900   0.000000   0.74143172   2.59820450
Z001788      0.856205   0.6035   0.93884057   0.000000   0.69609804   0.24274252   0.000000   0.74144436   2.59836914
Z001789      0.831238   0.6039   0.93889830   0.000000   0.69615236   0.24274594   0.000000   0.74145662   2.59852893
Z001790      1.967244   0.6042   0.93903485   0.000000   0.69628084   0.24275401   0.000000   0.74148562   2.59890685
Z001791      0.791773   0.6045   0.93908977   0.000000   0.69633251   0.24275726   0.000000   0.74149728   2.59905886
Z001792      1.427173   0.6049   0.93918873   0.000000   0.69642562   0.24276311   0.000000   0.74151829   2.59933273
Z001793      0.883431   0.6052   0.93924995   0.000000   0.69648322   0.24276673   0.000000   0.74153129   2.59950217
Z001794      0.374125   0.6055   0.93927587   0.000000   0.69650761   0.24276826   0.000000   0.74153679   2.59957391
Z001795      1.239716   0.6059   0.93936173   0.000000   0.69658840   0.24277333   0.000000   0.74155501   2.59981154
Z001796      1.349214   0.6062   0.93945512   0.000000   0.69667627   0.24277885   0.000000   0.74157483   2.60007002
Z001797      1.272548   0.6066   0.93954316   0.000000   0.69675911   0.24278405   0.000000   0.74159351   2.60031367
Z001798      0.220715   0.6069   0.93955842   0.000000   0.69677347   0.24278495   0.000000   0.74159675   2.60035591
Z001799      1.840642   0.6072   0.93968566   0.000000   0.69689319   0.24279247   0.000000   0.74162374   2.60070806
Z001800      1.009657   0.6076   0.93975541   0.000000   0.69695882   0.24279659   0.000000   0.74163853   2.60090110
Z001801      1.203218   0.6079   0.93983849   0.000000   0.69703700   0.24280149   0.000000   0.74165615   2.60113104
Z001802      1.009376   0.6082   0.93990816   0.000000   0.69710255   0.24280560   0.000000   0.74167093   2.60132385
Z001803      0.837820   0.6086   0.93996596   0.000000   0.69715694   0.24280902   0.000000   0.74168318   2.60148382
Z001804      0.854731   0.6089   0.94002490   0.000000   0.69721241   0.24281249   0.000000   0.74169568   2.60164696
Z001805      1.160074   0.6093   0.94010487   0.000000   0.69728766   0.24281721   0.000000   0.74171263   2.60186829
Z001806      0.560764   0.6096   0.94014351   0.000000   0.69732402   0.24281949   0.000000   0.74172082   2.60197523
Z001807      2.116874   0.6099   0.94028930   0.000000   0.69746121   0.24282809   0.000000   0.74175172   2.60237872
